person;rating;review_bersih
2429;2;update lambat mohon
2430;2;maaf bintang daerah bangka mesin langgan service digital kartu atm rusak pasang manggar
2431;2;mybca suka blokir bintang mod bca
2434;2;update bosan aplikasi mybca lambat bug thank
2435;2;sayang sen kartu atm kirim rumah kantor cabang potong biaya kena kali
2436;2;password login langsung suruh masuk
2437;2;verifikasi wajah gagal mesti video
2438;2;saldo potong notifikasi transaksi pemberitahuan
2439;2;sumpah akun kali login isi dlu pulsa log kesal
2440;2;update buka aplikasi bosan ulang maksud ganggu ganti lambat bank dukung rumit mudah
2441;2;kelam resah update
2442;2;pemberitahuan update takut lambat
2443;2;transfer saldo bukti mutasi bca
2444;2;potong saldo ribu kng butuh
2445;2;bca blokir
2446;2;malam minggu bayar tunggu subuh
2447;2;mutasi saldo login ribu
2448;2;update posisi jaring bagus storage
2449;2;update buka jaring
2450;2;mybca tulis salah sila
2451;2;login kemarin aman paket internet
2452;2;salah update
2453;2;habis aplikasi merah transaksi hijau klik gagal lambat
2454;2;login salah jaring lihat whatsapp instagram netflix lancar aneh
2455;2;login mybca salah sila ulang suruh kasi password bca
2456;2;update buka tulis salah sila
2457;2;kak mna bolak lihat rating aplikasi lambat buka ulang bug kali desak marah mudah bkin
2458;2;verifikasi login pulsa susah akses bank mobile bca
2459;2;kacau update lambat buka muat login
2461;2;habis update transaksi gagal saldo
2462;2;layan sayang bayar mahal makan pulsa
2463;2;kartu atm lupa paspor
2464;2;buruk aplikasi login kali ganti mode pesawat normal biar password transfer bayar qris kng malu jaring lambat
2465;2;maaf kasi bintang verifikasi akun pulsa password nyoba login suruh tunggu saran update bangsat andal pesan sms whatsapp alternatif
2466;2;buka rekening online password suruh wajah bantu
2468;2;aplikasi macet jaring lancar nyoba kali transaksi bingung buka biar normal
2469;2;aplikasi gaji potong pemberitahuan
2470;2;blokir kali login password masuk sistem
2471;2;mybca kemarin login update versi
2472;2;aplikasi buruk registrasi gilir login halaman daftar
2473;2;tumben potong transaksi
2474;2;login bug aplikasi
2475;2;bca blokir masuk password login
2476;2;update verifikasi login akun ulang kali gagal layan
2477;2;buka muat login verifikasi pulsa ribu
2478;2;verifikasi wajah aplikasi
2479;2;log beli pulsa
2480;2;transaksi buka qris main menu
2481;2;salah sistem
2482;2;bolak login tulis sesi habis kacau
2483;2;verifikasi wajah gagal bri mobile sinarmas langsung susah malas bank kendala
2484;2;login akun pulsa verifikasi rumit
2485;2;suka blokir salah sidikjari kali minggu bca
2486;2;buruk sulit buka mybca kali
2487;2;transfer saldo dana mybca login malam
2488;2;download buka mybca bca mobile
2489;2;potong biaya notifikasi rinci detail saldo aktivitas mutasi rekening
2490;2;maaf login akun masuk bca password bug jaring
2491;2;gara pindah rumit verifikasi gagal langgan service hubung password angkat mati bilang reject lucu
2492;2;verifikasi whatsapp
2493;2;mybca lambat jaring penuh login muat
2494;2;samsung terang perangkat hubung bca
2495;2;update lambat
2496;2;gagal login biometri sidik jari
2497;2;kak puas mybca berat astaga jadul
2498;2;update bca blokir
2499;2;login mybca masuk registrasi lucu
2500;2;aplikasi login terang bca blokir password takut salah ujung langgan service hasil bayar kirim transfer rumit
2501;2;security bank bca usaha layan bagus kantor nusa balas buruk ganti kartu bantu cari tutor gagal bodoh bilang spanduk contoh n pergi
2502;2;topup saldo pending
2503;2;verifikasi muncul
2504;2;lambat tangan bayar qris gagal saldo atm lapor kali hasil suruh tunggu parah stop bank
2505;2;aplikasi bagus masak saldo jarang
2507;2;saldo rupiah isi ribu
2508;2;aneh aplikasi status gagal bayar saldo hilang ambil refund
2509;2;transfer dana nama sensor sulit gopay
2510;2;atur bahasa aplikasi klik
2511;2;update crash apnya
2512;2;bca mobile update klik mybca rumit video angkat buka aplikasi butuh transfer
2513;2;bintang barusan bayar qris saldo login
2514;2;kelas bca qris suka hasil saldo kecewa
2515;2;transaksi qris saldo potong gagal hasil bca buang bank aplikasi salah
2516;2;lambat mutasi bayar gagal saldo potong
2517;2;transaksi gagal saldo
2518;2;saldo transaksi gagal potong selesai cabang malas serba digital online
2519;2;bayar qris tulis gagal saldo potong hapus akun ganti bank
2520;2;bayar qris gagal saldo potong transaksi
2521;2;bank bca hormat keluh rugi pribadi transaksi bayar qris gagal ulang kali nominal saldo total
2523;2;qris salah kali transaksi gagal saldo potong jam mybca notifikasi aneh
2524;2;update bagus
2525;2;malam transaksi qris gagal jam saldo
2526;2;mybca saldo hilang transaksi qris bca gagal mohon rating
2527;2;ganggu password qris saldo transfer gagal hasil hilang tangan muas
2528;2;transaksi qris gagal saldo
2529;2;login masuk aneh
2530;2;rekening bca registrasi mybca staf informasi biaya potong ribu kali kartu jenis tahap blue aneh sesal atm
2531;2;suruh hapus password download login pilih negeri gilir update
2532;2;maaf bintang download bank sid kecewa registrasi investasi mesti kantor cabang bri jago langsung pergi fungsi aplikasi arah mudah broker aman tampung bca rumit
