review,rating_asli,angka_text,cleaned_review,lowercase,normalisasi,tokenizing,filtering,stemming,stemming_join
"parah ga bisa dibuka, masa udh di-update malah makin ga bagus sih!!",1,"parah ga bisa dibuka, masa udh di-update malah makin ga bagus sih!!",parah ga bisa dibuka masa udh di update malah makin ga bagus sih,parah ga bisa dibuka masa udh di update malah makin ga bagus sih,sangat tidak bisa dibuka masa sudah di perbarui malah makin tidak bagus sih,"['sangat', 'tidak', 'bisa', 'dibuka', 'masa', 'sudah', 'di', 'perbarui', 'malah', 'makin', 'tidak', 'bagus', 'sih']","['dibuka', 'perbarui', 'bagus']","['buka', 'baru', 'bagus']",buka baru bagus
di update malah lemot banget parah nihh,1,di update malah lemot banget parah nihh,di update malah lemot banget parah nih,di update malah lemot banget parah nih,di perbarui malah lambat sangat sangat nih,"['di', 'perbarui', 'malah', 'lambat', 'sangat', 'sangat', 'nih']","['perbarui', 'lambat']","['baru', 'lambat']",baru lambat
"sering di update bukan nya bagus,malah lemot 🥴",1,"sering di update bukan nya bagus,malah lemot 🥴",sering di update bukan nya bagus malah lemot,sering di update bukan nya bagus malah lemot,sering di perbarui bukan nya bagus malah lambat,"['sering', 'di', 'perbarui', 'bukan', 'nya', 'bagus', 'malah', 'lambat']","['perbarui', 'bagus', 'lambat']","['baru', 'bagus', 'lambat']",baru bagus lambat
kenapa jadi lelet ya...,1,kenapa jadi lelet ya...,kenapa jadi lelet ya,kenapa jadi lelet ya,kenapa jadi lambat iya,"['kenapa', 'jadi', 'lambat', 'iya']","['lambat', 'iya']","['lambat', 'iya']",lambat iya
"setelah update malah lemot, tau gitu jangan dulu update, wajib baca dulu komen sebelum update. mana mau di pake tf",1,"setelah update malah lemot, tau gitu jangan dulu update, wajib baca dulu komen sebelum update. mana mau di pake tf",setelah update malah lemot tau gitu jangan dulu update wajib baca dulu komen sebelum update mana mau di pake tf,setelah update malah lemot tau gitu jangan dulu update wajib baca dulu komen sebelum update mana mau di pake tf,setelah perbarui malah lambat tahu gitu jangan dulu perbarui wajib baca dulu komen sebelum perbarui mana akan di pakai transfer,"['setelah', 'perbarui', 'malah', 'lambat', 'tahu', 'gitu', 'jangan', 'dulu', 'perbarui', 'wajib', 'baca', 'dulu', 'komen', 'sebelum', 'perbarui', 'mana', 'akan', 'di', 'pakai', 'transfer']","['perbarui', 'lambat', 'tahu', 'perbarui', 'wajib', 'baca', 'komen', 'perbarui', 'pakai', 'transfer']","['baru', 'lambat', 'tahu', 'baru', 'wajib', 'baca', 'komen', 'baru', 'pakai', 'transfer']",baru lambat tahu baru wajib baca komen baru pakai transfer
"makin sering update, malah makin lemot terima kasih admin sudah menanggapi. Namun, kalau permasalahan nya karena jaringan data saya yang tidak baik, maka seharusnya saya juga mengalami kendala yang sama ketika membuka media sosial seperti Instagram, YouTube, dan game yg saya mainkan (mobile legend). tapi pada kenyataan nya hanya aplikasi my bca saja yg mengalami nya bahkan sering kali muncul pemberitahuan bahwa aplikasi mybca tidak menanggapi, MOHON SEGERA DITANGANI!",1,"makin sering update, malah makin lemot terima kasih admin sudah menanggapi. Namun, kalau permasalahan nya karena jaringan data saya yang tidak baik, maka seharusnya saya juga mengalami kendala yang sama ketika membuka media sosial seperti Instagram, YouTube, dan game yg saya mainkan (mobile legend). tapi pada kenyataan nya hanya aplikasi my bca saja yg mengalami nya bahkan sering kali muncul pemberitahuan bahwa aplikasi mybca tidak menanggapi, MOHON SEGERA DITANGANI!",makin sering update malah makin lemot terima kasih admin sudah menangapi Namun kalau permasalahan nya karena jaringan data saya yang tidak baik maka seharusnya saya juga mengalami kendala yang sama ketika membuka media sosial seperti Instagram YouTube dan game yg saya mainkan mobile legend tapi pada kenyatan nya hanya aplikasi my bca saja yg mengalami nya bahkan sering kali muncul pemberitahuan bahwa aplikasi mybca tidak menangapi MOHON SEGERA DITANGANI,makin sering update malah makin lemot terima kasih admin sudah menangapi namun kalau permasalahan nya karena jaringan data saya yang tidak baik maka seharusnya saya juga mengalami kendala yang sama ketika membuka media sosial seperti instagram youtube dan game yg saya mainkan mobile legend tapi pada kenyatan nya hanya aplikasi my bca saja yg mengalami nya bahkan sering kali muncul pemberitahuan bahwa aplikasi mybca tidak menangapi mohon segera ditangani,makin sering perbarui malah makin lambat terima kasih admin sudah menangapi namun kalau permasalahan nya karena jaringan data saya yang tidak baik maka seharusnya saya juga mengalami kendala yang sama ketika membuka media sosial seperti instagram youtube dan game yang saya mainkan mobile legend tapi pada kenyatan nya hanya aplikasi my bca saja yang mengalami nya bahkan sering kali muncul pemberitahuan bahwa aplikasi mybca tidak menangapi mohon segera ditangani,"['makin', 'sering', 'perbarui', 'malah', 'makin', 'lambat', 'terima', 'kasih', 'admin', 'sudah', 'menangapi', 'namun', 'kalau', 'permasalahan', 'nya', 'karena', 'jaringan', 'data', 'saya', 'yang', 'tidak', 'baik', 'maka', 'seharusnya', 'saya', 'juga', 'mengalami', 'kendala', 'yang', 'sama', 'ketika', 'membuka', 'media', 'sosial', 'seperti', 'instagram', 'youtube', 'dan', 'game', 'yang', 'saya', 'mainkan', 'mobile', 'legend', 'tapi', 'pada', 'kenyatan', 'nya', 'hanya', 'aplikasi', 'my', 'bca', 'saja', 'yang', 'mengalami', 'nya', 'bahkan', 'sering', 'kali', 'muncul', 'pemberitahuan', 'bahwa', 'aplikasi', 'mybca', 'tidak', 'menangapi', 'mohon', 'segera', 'ditangani']","['perbarui', 'lambat', 'admin', 'menangapi', 'permasalahan', 'jaringan', 'data', 'mengalami', 'kendala', 'membuka', 'media', 'sosial', 'instagram', 'youtube', 'game', 'mainkan', 'mobile', 'legend', 'kenyatan', 'aplikasi', 'my', 'bca', 'mengalami', 'kali', 'muncul', 'pemberitahuan', 'aplikasi', 'mybca', 'menangapi', 'mohon', 'ditangani']","['baru', 'lambat', 'admin', 'tangap', 'masalah', 'jaring', 'data', 'alami', 'kendala', 'buka', 'media', 'sosial', 'instagram', 'youtube', 'game', 'main', 'mobile', 'legend', 'kenyat', 'aplikasi', 'my', 'bca', 'alami', 'kali', 'muncul', 'pemberitahuan', 'aplikasi', 'mybca', 'tangap', 'mohon', 'tangan']",baru lambat admin tangap masalah jaring data alami kendala buka media sosial instagram youtube game main mobile legend kenyat aplikasi my bca alami kali muncul pemberitahuan aplikasi mybca tangap mohon tangan
paraaahhhh bgttt sii abiss update kebangetan bgt lemotnya buka mbanking yang laen gak selemot buka BCA,1,paraaahhhh bgttt sii abiss update kebangetan bgt lemotnya buka mbanking yang laen gak selemot buka BCA,parah bgt si abis update kebangetan bgt lemotnya buka mbanking yang laen gak selemot buka BCA,parah bgt si abis update kebangetan bgt lemotnya buka mbanking yang laen gak selemot buka bca,sangat sangat sih abis perbarui kebangetan sangat lemotnya buka mobile banking yang lain tidak selemot buka bca,"['sangat', 'sangat', 'sih', 'abis', 'perbarui', 'kebangetan', 'sangat', 'lemotnya', 'buka', 'mobile', 'banking', 'yang', 'lain', 'tidak', 'selemot', 'buka', 'bca']","['perbarui', 'kebangetan', 'lemotnya', 'buka', 'mobile', 'banking', 'selemot', 'buka', 'bca']","['baru', 'banget', 'lot', 'buka', 'mobile', 'banking', 'lot', 'buka', 'bca']",baru banget lot buka mobile banking lot buka bca
"di update malah tambah lemot, sering close sendiri.",1,"di update malah tambah lemot, sering close sendiri.",di update malah tambah lemot sering close sendiri,di update malah tambah lemot sering close sendiri,di perbarui malah tambah lambat sering close sendiri,"['di', 'perbarui', 'malah', 'tambah', 'lambat', 'sering', 'close', 'sendiri']","['perbarui', 'lambat', 'close']","['baru', 'lambat', 'close']",baru lambat close
"aku kira cuma aku aja ternyata banyak yg ngalamin loading saat login, selalu muncul tulisan tidak menanggapi ❌ .Tolong dong di perbaiki lagi , banyak komplain masuk knp bukan nya di tindak lanjut malah diam aja 😌🥺.",1,"aku kira cuma aku aja ternyata banyak yg ngalamin loading saat login, selalu muncul tulisan tidak menanggapi ❌ .Tolong dong di perbaiki lagi , banyak komplain masuk knp bukan nya di tindak lanjut malah diam aja 😌🥺.",aku kira cuma aku aja ternyata banyak yg ngalamin loading sat login selalu muncul tulisan tidak menangapi Tolong dong di perbaiki lagi banyak komplain masuk knp bukan nya di tindak lanjut malah diam aja,aku kira cuma aku aja ternyata banyak yg ngalamin loading sat login selalu muncul tulisan tidak menangapi tolong dong di perbaiki lagi banyak komplain masuk knp bukan nya di tindak lanjut malah diam aja,saya kira cuma saya saja ternyata banyak yang alami loading bangsat masuk selalu muncul tulisan tidak menangapi tolong dong di perbaiki lagi banyak komplain masuk knp bukan nya di tindak lanjut malah diam saja,"['saya', 'kira', 'cuma', 'saya', 'saja', 'ternyata', 'banyak', 'yang', 'alami', 'loading', 'bangsat', 'masuk', 'selalu', 'muncul', 'tulisan', 'tidak', 'menangapi', 'tolong', 'dong', 'di', 'perbaiki', 'lagi', 'banyak', 'komplain', 'masuk', 'knp', 'bukan', 'nya', 'di', 'tindak', 'lanjut', 'malah', 'diam', 'saja']","['alami', 'loading', 'bangsat', 'masuk', 'muncul', 'tulisan', 'menangapi', 'perbaiki', 'komplain', 'masuk', 'knp', 'tindak', 'diam']","['alami', 'loading', 'bangsat', 'masuk', 'muncul', 'tulis', 'tangap', 'baik', 'komplain', 'masuk', 'knp', 'tindak', 'diam']",alami loading bangsat masuk muncul tulis tangap baik komplain masuk knp tindak diam
"tutup sebelah mata atau gimana ini pengembang apk mybca ? sudah banyak yang menyampaikan keluhan YANG SAMA, setelah update terakhir tapi kok masih gak ada perubahan sama sekali, hanya memberikan solusi klasik cek internet, cek penyimpanan hp dll. kalau hanya ada 1 atau 2 user yang punya keluhan mungkin masalahnya ada pada 2 hal tsb tapi ini mayoritas loh mengalami hal yang sama, jangan sampai jadi terboikot nih",1,"tutup sebelah mata atau gimana ini pengembang apk mybca ? sudah banyak yang menyampaikan keluhan YANG SAMA, setelah update terakhir tapi kok masih gak ada perubahan sama sekali, hanya memberikan solusi klasik cek internet, cek penyimpanan hp dll. kalau hanya ada  satu  atau  dua  user yang punya keluhan mungkin masalahnya ada pada  dua  hal tsb tapi ini mayoritas loh mengalami hal yang sama, jangan sampai jadi terboikot nih",tutup sebelah mata atau gimana ini pengembang apk mybca sudah banyak yang menyampaikan keluhan YANG SAMA setelah update terakhir tapi kok masih gak ada perubahan sama sekali hanya memberikan solusi klasik cek internet cek penyimpanan hp dl kalau hanya ada atau user yang punya keluhan mungkin masalahnya ada pada hal tsb tapi ini mayoritas loh mengalami hal yang sama jangan sampai jadi terboikot nih,tutup sebelah mata atau gimana ini pengembang apk mybca sudah banyak yang menyampaikan keluhan yang sama setelah update terakhir tapi kok masih gak ada perubahan sama sekali hanya memberikan solusi klasik cek internet cek penyimpanan hp dl kalau hanya ada atau user yang punya keluhan mungkin masalahnya ada pada hal tsb tapi ini mayoritas loh mengalami hal yang sama jangan sampai jadi terboikot nih,tutup sebelah mata atau bagaimana ini pengembang aplikasi mybca sudah banyak yang menyampaikan keluhan yang sama setelah perbarui terakhir tapi kok masih tidak ada perubahan sama sekali hanya memberikan solusi klasik cek internet cek penyimpanan hp dulu kalau hanya ada atau pengguna yang punya keluhan mungkin masalahnya ada pada hal tsb tapi ini mayoritas loh mengalami hal yang sama jangan hingga jadi terboikot nih,"['tutup', 'sebelah', 'mata', 'atau', 'bagaimana', 'ini', 'pengembang', 'aplikasi', 'mybca', 'sudah', 'banyak', 'yang', 'menyampaikan', 'keluhan', 'yang', 'sama', 'setelah', 'perbarui', 'terakhir', 'tapi', 'kok', 'masih', 'tidak', 'ada', 'perubahan', 'sama', 'sekali', 'hanya', 'memberikan', 'solusi', 'klasik', 'cek', 'internet', 'cek', 'penyimpanan', 'hp', 'dulu', 'kalau', 'hanya', 'ada', 'atau', 'pengguna', 'yang', 'punya', 'keluhan', 'mungkin', 'masalahnya', 'ada', 'pada', 'hal', 'tsb', 'tapi', 'ini', 'mayoritas', 'loh', 'mengalami', 'hal', 'yang', 'sama', 'jangan', 'hingga', 'jadi', 'terboikot', 'nih']","['tutup', 'sebelah', 'mata', 'pengembang', 'aplikasi', 'mybca', 'keluhan', 'perbarui', 'perubahan', 'solusi', 'klasik', 'cek', 'internet', 'cek', 'penyimpanan', 'hp', 'pengguna', 'keluhan', 'tsb', 'mayoritas', 'mengalami', 'terboikot']","['tutup', 'belah', 'mata', 'kembang', 'aplikasi', 'mybca', 'keluh', 'baru', 'ubah', 'solusi', 'klasik', 'cek', 'internet', 'cek', 'simpan', 'hp', 'guna', 'keluh', 'tsb', 'mayoritas', 'alami', 'boikot']",tutup belah mata kembang aplikasi mybca keluh baru ubah solusi klasik cek internet cek simpan hp guna keluh tsb mayoritas alami boikot
min please ko ini jadi ngelag parah sihh mana sering banget pake BCA buat transaksi dan lain lain,1,min please ko ini jadi ngelag parah sihh mana sering banget pake BCA buat transaksi dan lain lain,min please ko ini jadi ngelag parah sih mana sering banget pake BCA buat transaksi dan lain lain,min please ko ini jadi ngelag parah sih mana sering banget pake bca buat transaksi dan lain lain,admin please kok ini jadi ngelag sangat sih mana sering sangat pakai bca buat transaksi dan lain lain,"['admin', 'please', 'kok', 'ini', 'jadi', 'ngelag', 'sangat', 'sih', 'mana', 'sering', 'sangat', 'pakai', 'bca', 'buat', 'transaksi', 'dan', 'lain', 'lain']","['admin', 'ngelag', 'pakai', 'bca', 'transaksi']","['admin', 'ngelag', 'pakai', 'bca', 'transaksi']",admin ngelag pakai bca transaksi
my bca semakin lama malah lemot ga bisa nya jln mulus,1,my bca semakin lama malah lemot ga bisa nya jln mulus,my bca semakin lama malah lemot ga bisa nya jln mulus,my bca semakin lama malah lemot ga bisa nya jln mulus,my bca semakin lama malah lambat tidak bisa nya jalan mulus,"['my', 'bca', 'semakin', 'lama', 'malah', 'lambat', 'tidak', 'bisa', 'nya', 'jalan', 'mulus']","['my', 'bca', 'lambat', 'jalan', 'mulus']","['my', 'bca', 'lambat', 'jalan', 'mulus']",my bca lambat jalan mulus
di update malah lemot gajelas,1,di update malah lemot gajelas,di update malah lemot gajelas,di update malah lemot gajelas,di perbarui malah lambat tidak jelas,"['di', 'perbarui', 'malah', 'lambat', 'tidak', 'jelas']","['perbarui', 'lambat']","['baru', 'lambat']",baru lambat
sumpah mau transaksi juga jadi susah gara gara lemot.,1,sumpah mau transaksi juga jadi susah gara gara lemot.,sumpah mau transaksi juga jadi susah gara gara lemot,sumpah mau transaksi juga jadi susah gara gara lemot,sumpah akan transaksi juga jadi susah gara gara lambat,"['sumpah', 'akan', 'transaksi', 'juga', 'jadi', 'susah', 'gara', 'gara', 'lambat']","['sumpah', 'transaksi', 'susah', 'gara', 'gara', 'lambat']","['sumpah', 'transaksi', 'susah', 'gara', 'gara', 'lambat']",sumpah transaksi susah gara gara lambat
"setelah update malah gk bisa kebuka sama sekali,, tolong..😭😭😭😭",1,"setelah update malah gk bisa kebuka sama sekali,, tolong..😭😭😭😭",setelah update malah gk bisa kebuka sama sekali tolong,setelah update malah gk bisa kebuka sama sekali tolong,setelah perbarui malah tidak bisa kebuka sama sekali tolong,"['setelah', 'perbarui', 'malah', 'tidak', 'bisa', 'kebuka', 'sama', 'sekali', 'tolong']","['perbarui', 'kebuka']","['baru', 'buka']",baru buka
"kenapa setelah di-update jadi susah tidak menanggapi terus apknya ini gimana sih jaringan stabil tapi tetep apk tidak menanggapi,kemarin sampe terblokir salah katasandi gara gara muncul apk tidak menanggapi",1,"kenapa setelah di-update jadi susah tidak menanggapi terus apknya ini gimana sih jaringan stabil tapi tetep apk tidak menanggapi,kemarin sampe terblokir salah katasandi gara gara muncul apk tidak menanggapi",kenapa setelah di update jadi susah tidak menangapi terus apknya ini gimana sih jaringan stabil tapi tetep apk tidak menangapi kemarin sampe terblokir salah katasandi gara gara muncul apk tidak menangapi,kenapa setelah di update jadi susah tidak menangapi terus apknya ini gimana sih jaringan stabil tapi tetep apk tidak menangapi kemarin sampe terblokir salah katasandi gara gara muncul apk tidak menangapi,kenapa setelah di perbarui jadi susah tidak menangapi terus aplikasi ini bagaimana sih jaringan stabil tapi tetap aplikasi tidak menangapi kemarin hingga terblokir salah katasandi gara gara muncul aplikasi tidak menangapi,"['kenapa', 'setelah', 'di', 'perbarui', 'jadi', 'susah', 'tidak', 'menangapi', 'terus', 'aplikasi', 'ini', 'bagaimana', 'sih', 'jaringan', 'stabil', 'tapi', 'tetap', 'aplikasi', 'tidak', 'menangapi', 'kemarin', 'hingga', 'terblokir', 'salah', 'katasandi', 'gara', 'gara', 'muncul', 'aplikasi', 'tidak', 'menangapi']","['perbarui', 'susah', 'menangapi', 'aplikasi', 'jaringan', 'stabil', 'aplikasi', 'menangapi', 'kemarin', 'terblokir', 'salah', 'katasandi', 'gara', 'gara', 'muncul', 'aplikasi', 'menangapi']","['baru', 'susah', 'tangap', 'aplikasi', 'jaring', 'stabil', 'aplikasi', 'tangap', 'kemarin', 'blokir', 'salah', 'katasandi', 'gara', 'gara', 'muncul', 'aplikasi', 'tangap']",baru susah tangap aplikasi jaring stabil aplikasi tangap kemarin blokir salah katasandi gara gara muncul aplikasi tangap
ko keluar sendiri dan lemot,1,ko keluar sendiri dan lemot,ko keluar sendiri dan lemot,ko keluar sendiri dan lemot,kok keluar sendiri dan lambat,"['kok', 'keluar', 'sendiri', 'dan', 'lambat']",['lambat'],['lambat'],lambat
parah sih kecewa sama myBCA pas naik versi langsung lemot apk nya 🗿,1,parah sih kecewa sama myBCA pas naik versi langsung lemot apk nya 🗿,parah sih kecewa sama myBCA pas naik versi langsung lemot apk nya,parah sih kecewa sama mybca pas naik versi langsung lemot apk nya,sangat sih kecewa sama mybca pas naik versi langsung lambat aplikasi nya,"['sangat', 'sih', 'kecewa', 'sama', 'mybca', 'pas', 'naik', 'versi', 'langsung', 'lambat', 'aplikasi', 'nya']","['kecewa', 'mybca', 'pas', 'versi', 'langsung', 'lambat', 'aplikasi']","['kecewa', 'mybca', 'pas', 'versi', 'langsung', 'lambat', 'aplikasi']",kecewa mybca pas versi langsung lambat aplikasi
"aplikasi aneh pasword nya udah bener, sampe 3 kali ke blokir akhirnya dtg ke kantor di benerin udah bisa disana.besok nya isi pasword lagi baru sekali isi tiba-tiba ke blokir lagi.ngerjain orang emang padahal pasword nya itu"" juga.",1,"aplikasi aneh pasword nya udah bener, sampe  tiga  kali ke blokir akhirnya dtg ke kantor di benerin udah bisa disana.besok nya isi pasword lagi baru sekali isi tiba-tiba ke blokir lagi.ngerjain orang emang padahal pasword nya itu"" juga.",aplikasi aneh pasword nya udah bener sampe kali ke blokir akhirnya dtg ke kantor di benerin udah bisa disana besok nya isi pasword lagi baru sekali isi tiba tiba ke blokir lagi ngerjain orang emang padahal pasword nya itu juga,aplikasi aneh pasword nya udah bener sampe kali ke blokir akhirnya dtg ke kantor di benerin udah bisa disana besok nya isi pasword lagi baru sekali isi tiba tiba ke blokir lagi ngerjain orang emang padahal pasword nya itu juga,aplikasi aneh password nya sudah sangat hingga kali ke blokir akhir datang ke kantor di perbaiki sudah bisa disana besok nya isi password lagi baru sekali isi tiba tiba ke blokir lagi kerja orang memang padahal password nya itu juga,"['aplikasi', 'aneh', 'password', 'nya', 'sudah', 'sangat', 'hingga', 'kali', 'ke', 'blokir', 'akhir', 'datang', 'ke', 'kantor', 'di', 'perbaiki', 'sudah', 'bisa', 'disana', 'besok', 'nya', 'isi', 'password', 'lagi', 'baru', 'sekali', 'isi', 'tiba', 'tiba', 'ke', 'blokir', 'lagi', 'kerja', 'orang', 'memang', 'padahal', 'password', 'nya', 'itu', 'juga']","['aplikasi', 'aneh', 'password', 'kali', 'blokir', 'kantor', 'perbaiki', 'disana', 'besok', 'isi', 'password', 'isi', 'blokir', 'kerja', 'orang', 'password']","['aplikasi', 'aneh', 'password', 'kali', 'blokir', 'kantor', 'baik', 'sana', 'besok', 'isi', 'password', 'isi', 'blokir', 'kerja', 'orang', 'password']",aplikasi aneh password kali blokir kantor baik sana besok isi password isi blokir kerja orang password
"mohon tambahkan opsi saat masuk ke aplikasi, jika gagal menggunakan sidik jari, kita masih bisa menggunakan password atau pin, agak sulit jika hanya mengandalkan satu opsi masuk jika gagal menggunakan sidik jari",1,"mohon tambahkan opsi saat masuk ke aplikasi, jika gagal menggunakan sidik jari, kita masih bisa menggunakan password atau pin, agak sulit jika hanya mengandalkan satu opsi masuk jika gagal menggunakan sidik jari",mohon tambahkan opsi sat masuk ke aplikasi jika gagal mengunakan sidik jari kita masih bisa mengunakan pasword atau pin agak sulit jika hanya mengandalkan satu opsi masuk jika gagal mengunakan sidik jari,mohon tambahkan opsi sat masuk ke aplikasi jika gagal mengunakan sidik jari kita masih bisa mengunakan pasword atau pin agak sulit jika hanya mengandalkan satu opsi masuk jika gagal mengunakan sidik jari,mohon tambahkan opsi bangsat masuk ke aplikasi jika gagal mengunakan sidik jari kita masih bisa mengunakan password atau password agak sulit jika hanya mengandalkan satu opsi masuk jika gagal mengunakan sidik jari,"['mohon', 'tambahkan', 'opsi', 'bangsat', 'masuk', 'ke', 'aplikasi', 'jika', 'gagal', 'mengunakan', 'sidik', 'jari', 'kita', 'masih', 'bisa', 'mengunakan', 'password', 'atau', 'password', 'agak', 'sulit', 'jika', 'hanya', 'mengandalkan', 'satu', 'opsi', 'masuk', 'jika', 'gagal', 'mengunakan', 'sidik', 'jari']","['mohon', 'tambahkan', 'opsi', 'bangsat', 'masuk', 'aplikasi', 'gagal', 'mengunakan', 'sidik', 'jari', 'mengunakan', 'password', 'password', 'sulit', 'mengandalkan', 'opsi', 'masuk', 'gagal', 'mengunakan', 'sidik', 'jari']","['mohon', 'tambah', 'opsi', 'bangsat', 'masuk', 'aplikasi', 'gagal', 'mengunakan', 'sidik', 'jari', 'mengunakan', 'password', 'password', 'sulit', 'andal', 'opsi', 'masuk', 'gagal', 'mengunakan', 'sidik', 'jari']",mohon tambah opsi bangsat masuk aplikasi gagal mengunakan sidik jari mengunakan password password sulit andal opsi masuk gagal mengunakan sidik jari
"maaf, kenapa mau login banking harus masuk kode negara, tapi negara Indonesia kok GK ada",1,"maaf, kenapa mau login banking harus masuk kode negara, tapi negara Indonesia kok GK ada",maaf kenapa mau login banking harus masuk kode negara tapi negara Indonesia kok GK ada,maaf kenapa mau login banking harus masuk kode negara tapi negara indonesia kok gk ada,maaf kenapa akan masuk banking harus masuk kode negara tapi negara indonesia kok tidak ada,"['maaf', 'kenapa', 'akan', 'masuk', 'banking', 'harus', 'masuk', 'kode', 'negara', 'tapi', 'negara', 'indonesia', 'kok', 'tidak', 'ada']","['maaf', 'masuk', 'banking', 'masuk', 'kode', 'negara', 'negara', 'indonesia']","['maaf', 'masuk', 'banking', 'masuk', 'kode', 'negara', 'negara', 'indonesia']",maaf masuk banking masuk kode negara negara indonesia
aplikasi sangat berat dan susah dibuka,1,aplikasi sangat berat dan susah dibuka,aplikasi sangat berat dan susah dibuka,aplikasi sangat berat dan susah dibuka,aplikasi sangat berat dan susah dibuka,"['aplikasi', 'sangat', 'berat', 'dan', 'susah', 'dibuka']","['aplikasi', 'berat', 'susah', 'dibuka']","['aplikasi', 'berat', 'susah', 'buka']",aplikasi berat susah buka
"buset nunggu 2 jam masa harus pakai KPT asli, tadi bilang bisa paket foto copy KTP, BCA sumpah 🙈 cuma perbaiki mybca aja",1,"buset nunggu  dua  jam masa harus pakai KPT asli, tadi bilang bisa paket foto copy KTP, BCA sumpah 🙈 cuma perbaiki mybca aja",buset nunggu jam masa harus pakai KPT asli tadi bilang bisa paket foto copy KTP BCA sumpah cuma perbaiki mybca aja,buset nunggu jam masa harus pakai kpt asli tadi bilang bisa paket foto copy ktp bca sumpah cuma perbaiki mybca aja,buset menunggu jam masa harus pakai ktp asli tadi bilang bisa paket foto copy ktp bca sumpah cuma perbaiki mybca saja,"['buset', 'menunggu', 'jam', 'masa', 'harus', 'pakai', 'ktp', 'asli', 'tadi', 'bilang', 'bisa', 'paket', 'foto', 'copy', 'ktp', 'bca', 'sumpah', 'cuma', 'perbaiki', 'mybca', 'saja']","['menunggu', 'jam', 'pakai', 'ktp', 'asli', 'bilang', 'paket', 'foto', 'copy', 'ktp', 'bca', 'sumpah', 'perbaiki', 'mybca']","['tunggu', 'jam', 'pakai', 'ktp', 'asli', 'bilang', 'paket', 'foto', 'copy', 'ktp', 'bca', 'sumpah', 'baik', 'mybca']",tunggu jam pakai ktp asli bilang paket foto copy ktp bca sumpah baik mybca
"di update bukan nya tambah bagus, malah tambah lemot , Ampe keluar sendiri trus, tolong segera perbaiki min",1,"di update bukan nya tambah bagus, malah tambah lemot , Ampe keluar sendiri trus, tolong segera perbaiki min",di update bukan nya tambah bagus malah tambah lemot Ampe keluar sendiri trus tolong segera perbaiki min,di update bukan nya tambah bagus malah tambah lemot ampe keluar sendiri trus tolong segera perbaiki min,di perbarui bukan nya tambah bagus malah tambah lambat sampai keluar sendiri terus tolong segera perbaiki admin,"['di', 'perbarui', 'bukan', 'nya', 'tambah', 'bagus', 'malah', 'tambah', 'lambat', 'sampai', 'keluar', 'sendiri', 'terus', 'tolong', 'segera', 'perbaiki', 'admin']","['perbarui', 'bagus', 'lambat', 'perbaiki', 'admin']","['baru', 'bagus', 'lambat', 'baik', 'admin']",baru bagus lambat baik admin
susah masuk sering keluar sendiri lemot banget gak kaya dulu tolong diperbaiki,1,susah masuk sering keluar sendiri lemot banget gak kaya dulu tolong diperbaiki,susah masuk sering keluar sendiri lemot banget gak kaya dulu tolong diperbaiki,susah masuk sering keluar sendiri lemot banget gak kaya dulu tolong diperbaiki,susah masuk sering keluar sendiri lambat sangat tidak kaya dulu tolong diperbaiki,"['susah', 'masuk', 'sering', 'keluar', 'sendiri', 'lambat', 'sangat', 'tidak', 'kaya', 'dulu', 'tolong', 'diperbaiki']","['susah', 'masuk', 'lambat', 'kaya', 'diperbaiki']","['susah', 'masuk', 'lambat', 'kaya', 'baik']",susah masuk lambat kaya baik
jadi semakin lemot aplikasi nya sudah banyak yang mengeluh untuk aplikasi ini tlg di perbaiki,1,jadi semakin lemot aplikasi nya sudah banyak yang mengeluh untuk aplikasi ini tlg di perbaiki,jadi semakin lemot aplikasi nya sudah banyak yang mengeluh untuk aplikasi ini tlg di perbaiki,jadi semakin lemot aplikasi nya sudah banyak yang mengeluh untuk aplikasi ini tlg di perbaiki,jadi semakin lambat aplikasi nya sudah banyak yang mengeluh untuk aplikasi ini tolong di perbaiki,"['jadi', 'semakin', 'lambat', 'aplikasi', 'nya', 'sudah', 'banyak', 'yang', 'mengeluh', 'untuk', 'aplikasi', 'ini', 'tolong', 'di', 'perbaiki']","['lambat', 'aplikasi', 'mengeluh', 'aplikasi', 'perbaiki']","['lambat', 'aplikasi', 'keluh', 'aplikasi', 'baik']",lambat aplikasi keluh aplikasi baik
"Loading lama, lemot, itu IT kalian kenapa tak cair bonus nya kah, makanya aplikasi jadi lemot gini hasilnya!!!",1,"Loading lama, lemot, itu IT kalian kenapa tak cair bonus nya kah, makanya aplikasi jadi lemot gini hasilnya!!!",Loading lama lemot itu IT kalian kenapa tak cair bonus nya kah makanya aplikasi jadi lemot gini hasilnya,loading lama lemot itu it kalian kenapa tak cair bonus nya kah makanya aplikasi jadi lemot gini hasilnya,loading lama lambat itu itu kalian kenapa tak cair bonus nya kah maka aplikasi jadi lambat gini hasilnya,"['loading', 'lama', 'lambat', 'itu', 'itu', 'kalian', 'kenapa', 'tak', 'cair', 'bonus', 'nya', 'kah', 'maka', 'aplikasi', 'jadi', 'lambat', 'gini', 'hasilnya']","['loading', 'lambat', 'cair', 'bonus', 'aplikasi', 'lambat', 'gini', 'hasilnya']","['loading', 'lambat', 'cair', 'bonus', 'aplikasi', 'lambat', 'gin', 'hasil']",loading lambat cair bonus aplikasi lambat gin hasil
