review,rating_asli,angka_text,cleaned_review,lowercase,normalisasi,tokenizing,filtering,stemming,stemming_join
Di update malah jelek lemot menjengkelkan,1,Di update malah jelek lemot menjengkelkan,Di update malah jelek lemot menjengkelkan,di update malah jelek lemot menjengkelkan,di perbarui malah jelek lambat menjengkelkan,"['di', 'perbarui', 'malah', 'jelek', 'lambat', 'menjengkelkan']","['perbarui', 'jelek', 'lambat', 'menjengkelkan']","['baru', 'jelek', 'lambat', 'jengkel']",baru jelek lambat jengkel
setelah update aplikasinya gak bisa buka. Sudah dihapus download lagi tetap gak bisa dibuka,1,setelah update aplikasinya gak bisa buka. Sudah dihapus download lagi tetap gak bisa dibuka,setelah update aplikasinya gak bisa buka Sudah dihapus download lagi tetap gak bisa dibuka,setelah update aplikasinya gak bisa buka sudah dihapus download lagi tetap gak bisa dibuka,setelah perbarui aplikasi tidak bisa buka sudah dihapus download lagi tetap tidak bisa dibuka,"['setelah', 'perbarui', 'aplikasi', 'tidak', 'bisa', 'buka', 'sudah', 'dihapus', 'download', 'lagi', 'tetap', 'tidak', 'bisa', 'dibuka']","['perbarui', 'aplikasi', 'buka', 'dihapus', 'download', 'dibuka']","['baru', 'aplikasi', 'buka', 'hapus', 'download', 'buka']",baru aplikasi buka hapus download buka
semenjak di update susah bgt masuk nya .. terus keluar sendiri .. leg bgt . tolong lah perbaiki sistem nya ..,1,semenjak di update susah bgt masuk nya .. terus keluar sendiri .. leg bgt . tolong lah perbaiki sistem nya ..,semenjak di update susah bgt masuk nya terus keluar sendiri leg bgt tolong lah perbaiki sistem nya,semenjak di update susah bgt masuk nya terus keluar sendiri leg bgt tolong lah perbaiki sistem nya,semenjak di perbarui susah sangat masuk nya terus keluar sendiri bug sangat tolong lah perbaiki sistem nya,"['semenjak', 'di', 'perbarui', 'susah', 'sangat', 'masuk', 'nya', 'terus', 'keluar', 'sendiri', 'bug', 'sangat', 'tolong', 'lah', 'perbaiki', 'sistem', 'nya']","['semenjak', 'perbarui', 'susah', 'masuk', 'bug', 'perbaiki', 'sistem']","['semenjak', 'baru', 'susah', 'masuk', 'bug', 'baik', 'sistem']",semenjak baru susah masuk bug baik sistem
"Setelah di updte langsung lag parah,Suka muncul mybca tidak menanggapi!!!udah lapor hallo bca udah ganti sinyal tapi gaada perubahan sama sekali,Transaksi juga kena imbasnya kalau lag begitu",1,"Setelah di updte langsung lag parah,Suka muncul mybca tidak menanggapi!!!udah lapor hallo bca udah ganti sinyal tapi gaada perubahan sama sekali,Transaksi juga kena imbasnya kalau lag begitu",Setelah di updte langsung lag parah Suka muncul mybca tidak menangapi udah lapor halo bca udah ganti sinyal tapi gada perubahan sama sekali Transaksi juga kena imbasnya kalau lag begitu,setelah di updte langsung lag parah suka muncul mybca tidak menangapi udah lapor halo bca udah ganti sinyal tapi gada perubahan sama sekali transaksi juga kena imbasnya kalau lag begitu,setelah di update langsung lag sangat suka muncul mybca tidak menangapi sudah lapor halo bca sudah ganti sinyal tapi tidak ada perubahan sama sekali transaksi juga kena imbas kalau lag begitu,"['setelah', 'di', 'update', 'langsung', 'lag', 'sangat', 'suka', 'muncul', 'mybca', 'tidak', 'menangapi', 'sudah', 'lapor', 'halo', 'bca', 'sudah', 'ganti', 'sinyal', 'tapi', 'tidak', 'ada', 'perubahan', 'sama', 'sekali', 'transaksi', 'juga', 'kena', 'imbas', 'kalau', 'lag', 'begitu']","['update', 'langsung', 'lag', 'suka', 'muncul', 'mybca', 'menangapi', 'lapor', 'halo', 'bca', 'ganti', 'sinyal', 'perubahan', 'transaksi', 'kena', 'imbas', 'lag']","['update', 'langsung', 'lag', 'suka', 'muncul', 'mybca', 'tangap', 'lapor', 'halo', 'bca', 'ganti', 'sinyal', 'ubah', 'transaksi', 'kena', 'imbas', 'lag']",update langsung lag suka muncul mybca tangap lapor halo bca ganti sinyal ubah transaksi kena imbas lag
apknya ngaco lemot,1,apknya ngaco lemot,apknya ngaco lemot,apknya ngaco lemot,aplikasi asal lambat,"['aplikasi', 'asal', 'lambat']","['aplikasi', 'lambat']","['aplikasi', 'lambat']",aplikasi lambat
jadi semacam aplikasi dari jaman batu Keong 1000x lebih cepat aplikasi sampah ini masih layak di andalkan ❓,1,jadi semacam aplikasi dari jaman batu Keong  satu  nol  nol  nol x lebih cepat aplikasi sampah ini masih layak di andalkan ❓,jadi semacam aplikasi dari jaman batu Keong x lebih cepat aplikasi sampah ini masih layak di andalkan,jadi semacam aplikasi dari jaman batu keong x lebih cepat aplikasi sampah ini masih layak di andalkan,jadi semacam aplikasi dari zaman batu keong kali lebih cepat aplikasi sampah ini masih layak di andalkan,"['jadi', 'semacam', 'aplikasi', 'dari', 'zaman', 'batu', 'keong', 'kali', 'lebih', 'cepat', 'aplikasi', 'sampah', 'ini', 'masih', 'layak', 'di', 'andalkan']","['aplikasi', 'zaman', 'batu', 'keong', 'kali', 'cepat', 'aplikasi', 'sampah', 'layak', 'andalkan']","['aplikasi', 'zaman', 'batu', 'keong', 'kali', 'cepat', 'aplikasi', 'sampah', 'layak', 'andal']",aplikasi zaman batu keong kali cepat aplikasi sampah layak andal
kenapa tiba-tiba gabisa login dan keluar sendiri? padahal udah nunggu lama,1,kenapa tiba-tiba gabisa login dan keluar sendiri? padahal udah nunggu lama,kenapa tiba tiba gabisa login dan keluar sendiri padahal udah nunggu lama,kenapa tiba tiba gabisa login dan keluar sendiri padahal udah nunggu lama,kenapa tiba tiba tidak bisa masuk dan keluar sendiri padahal sudah menunggu lama,"['kenapa', 'tiba', 'tiba', 'tidak', 'bisa', 'masuk', 'dan', 'keluar', 'sendiri', 'padahal', 'sudah', 'menunggu', 'lama']","['masuk', 'menunggu']","['masuk', 'tunggu']",masuk tunggu
"Parah update malah jadi lemot bgt, gak bgt nih My BCA tidak menanggapi terus notifnya...ancur.. jadi susah setiap mau bertransaksi...",1,"Parah update malah jadi lemot bgt, gak bgt nih My BCA tidak menanggapi terus notifnya...ancur.. jadi susah setiap mau bertransaksi...",Parah update malah jadi lemot bgt gak bgt nih My BCA tidak menangapi terus notifnya ancur jadi susah setiap mau bertransaksi,parah update malah jadi lemot bgt gak bgt nih my bca tidak menangapi terus notifnya ancur jadi susah setiap mau bertransaksi,sangat perbarui malah jadi lambat sangat tidak sangat nih my bca tidak menangapi terus notifnya hancur jadi susah setiap akan bertransaksi,"['sangat', 'perbarui', 'malah', 'jadi', 'lambat', 'sangat', 'tidak', 'sangat', 'nih', 'my', 'bca', 'tidak', 'menangapi', 'terus', 'notifnya', 'hancur', 'jadi', 'susah', 'setiap', 'akan', 'bertransaksi']","['perbarui', 'lambat', 'my', 'bca', 'menangapi', 'notifnya', 'hancur', 'susah', 'bertransaksi']","['baru', 'lambat', 'my', 'bca', 'tangap', 'notifnya', 'hancur', 'susah', 'transaksi']",baru lambat my bca tangap notifnya hancur susah transaksi
ko gaada kode negara indonesia sih pas aktivitasi no telefon? dulu awal aktivitas lancar gaada kendala apapun,1,ko gaada kode negara indonesia sih pas aktivitasi no telefon? dulu awal aktivitas lancar gaada kendala apapun,ko gada kode negara indonesia sih pas aktivitasi no telefon dulu awal aktivitas lancar gada kendala apapun,ko gada kode negara indonesia sih pas aktivitasi no telefon dulu awal aktivitas lancar gada kendala apapun,kok tidak ada kode negara indonesia sih pas aktivitasi nomor telepon dulu awal aktivitas lancar tidak ada kendala apapun,"['kok', 'tidak', 'ada', 'kode', 'negara', 'indonesia', 'sih', 'pas', 'aktivitasi', 'nomor', 'telepon', 'dulu', 'awal', 'aktivitas', 'lancar', 'tidak', 'ada', 'kendala', 'apapun']","['kode', 'negara', 'indonesia', 'pas', 'aktivitasi', 'nomor', 'telepon', 'aktivitas', 'lancar', 'kendala']","['kode', 'negara', 'indonesia', 'pas', 'aktivitas', 'nomor', 'telepon', 'aktivitas', 'lancar', 'kendala']",kode negara indonesia pas aktivitas nomor telepon aktivitas lancar kendala
gjls bru aja bikin pas login dibilng salah id salah pasword pdhl semuanya bner karena pas bikin udh di ss semua kodenya dan di salin ke situ selalu salah gbisa masuk,1,gjls bru aja bikin pas login dibilng salah id salah pasword pdhl semuanya bner karena pas bikin udh di ss semua kodenya dan di salin ke situ selalu salah gbisa masuk,gjls bru aja bikin pas login dibilng salah id salah pasword pdhl semuanya bner karena pas bikin udh di s semua kodenya dan di salin ke situ selalu salah gbisa masuk,gjls bru aja bikin pas login dibilng salah id salah pasword pdhl semuanya bner karena pas bikin udh di s semua kodenya dan di salin ke situ selalu salah gbisa masuk,tidak jelas baru saja membuat pas masuk dibilang salah id salah password padahal semuanya benar karena pas membuat sudah di s semua kodenya dan di salin ke situ selalu salah tidak bisa masuk,"['tidak', 'jelas', 'baru', 'saja', 'membuat', 'pas', 'masuk', 'dibilang', 'salah', 'id', 'salah', 'password', 'padahal', 'semuanya', 'benar', 'karena', 'pas', 'membuat', 'sudah', 'di', 's', 'semua', 'kodenya', 'dan', 'di', 'salin', 'ke', 'situ', 'selalu', 'salah', 'tidak', 'bisa', 'masuk']","['pas', 'masuk', 'dibilang', 'salah', 'id', 'salah', 'password', 'pas', 'kodenya', 'salin', 'situ', 'salah', 'masuk']","['pas', 'masuk', 'bilang', 'salah', 'id', 'salah', 'password', 'pas', 'kode', 'salin', 'situ', 'salah', 'masuk']",pas masuk bilang salah id salah password pas kode salin situ salah masuk
"Tolong ini untuk tim bca di baca semenjak update aplikasinya lemot banget ini bukan masalah hp saya ini aplikasinya yang bermasalah jaringan saya udah bagus masa tetep lemot? berarti memang dari aplikasinya, buka apk lain seperti youtube tiktok bahkan untuk main game berjam² juga hp saya berjalan lancar, jadi stop membela diri dan nyalahin custumer kalo sinyal lemot lah apalah dari respon orang lain juga banyak yang mengalami jadi mohon untuk kesadarannya kalo aplikasinya bermasalah",1,"Tolong ini untuk tim bca di baca semenjak update aplikasinya lemot banget ini bukan masalah hp saya ini aplikasinya yang bermasalah jaringan saya udah bagus masa tetep lemot? berarti memang dari aplikasinya, buka apk lain seperti youtube tiktok bahkan untuk main game berjam² juga hp saya berjalan lancar, jadi stop membela diri dan nyalahin custumer kalo sinyal lemot lah apalah dari respon orang lain juga banyak yang mengalami jadi mohon untuk kesadarannya kalo aplikasinya bermasalah",Tolong ini untuk tim bca di baca semenjak update aplikasinya lemot banget ini bukan masalah hp saya ini aplikasinya yang bermasalah jaringan saya udah bagus masa tetep lemot berarti memang dari aplikasinya buka apk lain seperti youtube tiktok bahkan untuk main game berjam juga hp saya berjalan lancar jadi stop membela diri dan nyalahin custumer kalo sinyal lemot lah apalah dari respon orang lain juga banyak yang mengalami jadi mohon untuk kesadaranya kalo aplikasinya bermasalah,tolong ini untuk tim bca di baca semenjak update aplikasinya lemot banget ini bukan masalah hp saya ini aplikasinya yang bermasalah jaringan saya udah bagus masa tetep lemot berarti memang dari aplikasinya buka apk lain seperti youtube tiktok bahkan untuk main game berjam juga hp saya berjalan lancar jadi stop membela diri dan nyalahin custumer kalo sinyal lemot lah apalah dari respon orang lain juga banyak yang mengalami jadi mohon untuk kesadaranya kalo aplikasinya bermasalah,tolong ini untuk tim bca di baca semenjak perbarui aplikasi lambat sangat ini bukan masalah hp saya ini aplikasi yang bermasalah jaringan saya sudah bagus masa tetap lambat berarti memang dari aplikasi buka aplikasi lain seperti youtube tiktok bahkan untuk main game berjam juga hp saya berjalan lancar jadi stop membela diri dan menyalahkan custumer kalau sinyal lambat lah apalah dari respon orang lain juga banyak yang mengalami jadi mohon untuk kesadaranya kalau aplikasi bermasalah,"['tolong', 'ini', 'untuk', 'tim', 'bca', 'di', 'baca', 'semenjak', 'perbarui', 'aplikasi', 'lambat', 'sangat', 'ini', 'bukan', 'masalah', 'hp', 'saya', 'ini', 'aplikasi', 'yang', 'bermasalah', 'jaringan', 'saya', 'sudah', 'bagus', 'masa', 'tetap', 'lambat', 'berarti', 'memang', 'dari', 'aplikasi', 'buka', 'aplikasi', 'lain', 'seperti', 'youtube', 'tiktok', 'bahkan', 'untuk', 'main', 'game', 'berjam', 'juga', 'hp', 'saya', 'berjalan', 'lancar', 'jadi', 'stop', 'membela', 'diri', 'dan', 'menyalahkan', 'custumer', 'kalau', 'sinyal', 'lambat', 'lah', 'apalah', 'dari', 'respon', 'orang', 'lain', 'juga', 'banyak', 'yang', 'mengalami', 'jadi', 'mohon', 'untuk', 'kesadaranya', 'kalau', 'aplikasi', 'bermasalah']","['tim', 'bca', 'baca', 'semenjak', 'perbarui', 'aplikasi', 'lambat', 'hp', 'aplikasi', 'bermasalah', 'jaringan', 'bagus', 'lambat', 'aplikasi', 'buka', 'aplikasi', 'youtube', 'tiktok', 'main', 'game', 'berjam', 'hp', 'berjalan', 'lancar', 'stop', 'membela', 'menyalahkan', 'custumer', 'sinyal', 'lambat', 'apalah', 'respon', 'orang', 'mengalami', 'mohon', 'kesadaranya', 'aplikasi', 'bermasalah']","['tim', 'bca', 'baca', 'semenjak', 'baru', 'aplikasi', 'lambat', 'hp', 'aplikasi', 'masalah', 'jaring', 'bagus', 'lambat', 'aplikasi', 'buka', 'aplikasi', 'youtube', 'tiktok', 'main', 'game', 'jam', 'hp', 'jalan', 'lancar', 'stop', 'bela', 'salah', 'custumer', 'sinyal', 'lambat', 'apa', 'respon', 'orang', 'alami', 'mohon', 'kesadaranya', 'aplikasi', 'masalah']",tim bca baca semenjak baru aplikasi lambat hp aplikasi masalah jaring bagus lambat aplikasi buka aplikasi youtube tiktok main game jam hp jalan lancar stop bela salah custumer sinyal lambat apa respon orang alami mohon kesadaranya aplikasi masalah
serba lelet semenjak update,1,serba lelet semenjak update,serba lelet semenjak update,serba lelet semenjak update,serba lambat semenjak perbarui,"['serba', 'lambat', 'semenjak', 'perbarui']","['serba', 'lambat', 'semenjak', 'perbarui']","['serba', 'lambat', 'semenjak', 'baru']",serba lambat semenjak baru
"setelah updatee lolaaa bangett, seriing kluar sndiri jugaa tolongg solusinyaa",1,"setelah updatee lolaaa bangett, seriing kluar sndiri jugaa tolongg solusinyaa",setelah update lola banget sering kluar sndiri juga tolong solusinya,setelah update lola banget sering kluar sndiri juga tolong solusinya,setelah perbarui loading lama sangat sering luar sendiri juga tolong solusinya,"['setelah', 'perbarui', 'loading', 'lama', 'sangat', 'sering', 'luar', 'sendiri', 'juga', 'tolong', 'solusinya']","['perbarui', 'loading', 'solusinya']","['baru', 'loading', 'solusi']",baru loading solusi
"udah login tapi ke log out sendiri otomatis harus login lagi dan verifikasinya harus pake pulsa males deh beli pulsa lagi, tolong diperbaiki min aplikasinya jangan sampai seperti ini!!! apalagi ke log out nya waktu beli makanan di luar ga pegang cash malu!!!!",1,"udah login tapi ke log out sendiri otomatis harus login lagi dan verifikasinya harus pake pulsa males deh beli pulsa lagi, tolong diperbaiki min aplikasinya jangan sampai seperti ini!!! apalagi ke log out nya waktu beli makanan di luar ga pegang cash malu!!!!",udah login tapi ke log out sendiri otomatis harus login lagi dan verifikasinya harus pake pulsa males deh beli pulsa lagi tolong diperbaiki min aplikasinya jangan sampai seperti ini apalagi ke log out nya waktu beli makanan di luar ga pegang cash malu,udah login tapi ke log out sendiri otomatis harus login lagi dan verifikasinya harus pake pulsa males deh beli pulsa lagi tolong diperbaiki min aplikasinya jangan sampai seperti ini apalagi ke log out nya waktu beli makanan di luar ga pegang cash malu,sudah masuk tapi ke log out sendiri otomatis harus masuk lagi dan verifikasi harus pakai pulsa malas deh beli pulsa lagi tolong diperbaiki admin aplikasi jangan hingga seperti ini apalagi ke log out nya waktu beli makanan di luar tidak pegang cash malu,"['sudah', 'masuk', 'tapi', 'ke', 'log', 'out', 'sendiri', 'otomatis', 'harus', 'masuk', 'lagi', 'dan', 'verifikasi', 'harus', 'pakai', 'pulsa', 'malas', 'deh', 'beli', 'pulsa', 'lagi', 'tolong', 'diperbaiki', 'admin', 'aplikasi', 'jangan', 'hingga', 'seperti', 'ini', 'apalagi', 'ke', 'log', 'out', 'nya', 'waktu', 'beli', 'makanan', 'di', 'luar', 'tidak', 'pegang', 'cash', 'malu']","['masuk', 'log', 'out', 'otomatis', 'masuk', 'verifikasi', 'pakai', 'pulsa', 'malas', 'beli', 'pulsa', 'diperbaiki', 'admin', 'aplikasi', 'log', 'out', 'beli', 'makanan', 'pegang', 'cash', 'malu']","['masuk', 'log', 'out', 'otomatis', 'masuk', 'verifikasi', 'pakai', 'pulsa', 'malas', 'beli', 'pulsa', 'baik', 'admin', 'aplikasi', 'log', 'out', 'beli', 'makan', 'pegang', 'cash', 'malu']",masuk log out otomatis masuk verifikasi pakai pulsa malas beli pulsa baik admin aplikasi log out beli makan pegang cash malu
"setelah di update,lemotnya parah malah mengganggu kenyamanan pengguna,malah sebelum di update aman2 saja🤦‍♀️ kecewa bgt,tau gitu gak usah di update",1,"setelah di update,lemotnya parah malah mengganggu kenyamanan pengguna,malah sebelum di update aman dua  saja🤦‍♀️ kecewa bgt,tau gitu gak usah di update",setelah di update lemotnya parah malah mengganggu kenyamanan pengguna malah sebelum di update aman saja kecewa bgt tau gitu gak usah di update,setelah di update lemotnya parah malah mengganggu kenyamanan pengguna malah sebelum di update aman saja kecewa bgt tau gitu gak usah di update,setelah di perbarui lemotnya sangat malah mengganggu kenyamanan pengguna malah sebelum di perbarui aman saja kecewa sangat tahu gitu tidak susah di perbarui,"['setelah', 'di', 'perbarui', 'lemotnya', 'sangat', 'malah', 'mengganggu', 'kenyamanan', 'pengguna', 'malah', 'sebelum', 'di', 'perbarui', 'aman', 'saja', 'kecewa', 'sangat', 'tahu', 'gitu', 'tidak', 'susah', 'di', 'perbarui']","['perbarui', 'lemotnya', 'mengganggu', 'kenyamanan', 'pengguna', 'perbarui', 'aman', 'kecewa', 'tahu', 'susah', 'perbarui']","['baru', 'lot', 'ganggu', 'nyaman', 'guna', 'baru', 'aman', 'kecewa', 'tahu', 'susah', 'baru']",baru lot ganggu nyaman guna baru aman kecewa tahu susah baru
hadehh.. bukan jaringan !! pake data maupun wifi sama aja lemot..!! penyimpanan ? masih sangat kosong ini emang apk pas update jadi lemot banget.. semua temen saya juga !!,1,hadehh.. bukan jaringan !! pake data maupun wifi sama aja lemot..!! penyimpanan ? masih sangat kosong ini emang apk pas update jadi lemot banget.. semua temen saya juga !!,hadeh bukan jaringan pake data maupun wifi sama aja lemot penyimpanan masih sangat kosong ini emang apk pas update jadi lemot banget semua temen saya juga,hadeh bukan jaringan pake data maupun wifi sama aja lemot penyimpanan masih sangat kosong ini emang apk pas update jadi lemot banget semua temen saya juga,hadeh bukan jaringan pakai data maupun wifi sama saja lambat penyimpanan masih sangat kosong ini memang aplikasi pas perbarui jadi lambat sangat semua temen saya juga,"['hadeh', 'bukan', 'jaringan', 'pakai', 'data', 'maupun', 'wifi', 'sama', 'saja', 'lambat', 'penyimpanan', 'masih', 'sangat', 'kosong', 'ini', 'memang', 'aplikasi', 'pas', 'perbarui', 'jadi', 'lambat', 'sangat', 'semua', 'temen', 'saya', 'juga']","['hadeh', 'jaringan', 'pakai', 'data', 'wifi', 'lambat', 'penyimpanan', 'kosong', 'aplikasi', 'pas', 'perbarui', 'lambat', 'temen']","['hadeh', 'jaring', 'pakai', 'data', 'wifi', 'lambat', 'simpan', 'kosong', 'aplikasi', 'pas', 'baru', 'lambat', 'temen']",hadeh jaring pakai data wifi lambat simpan kosong aplikasi pas baru lambat temen
